row_idx,date,original_text,n_items,n_matched,n_unmatched,matches
1938,2023-07-25,WFM Pizza(sausages) + Grilled Chicken Wings(WFM) + Lemobade + RCF WFM Pizza(sausages) + Grilled Chicken Wings(WFM) + Lemobade + RCF,9,9,0,"[{""item"": ""WFM Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""sausages"", ""usda_match"": ""Bratwurst, pork, cooked"", ""score"": 0.423, ""portion_g"": 150.0}, {""item"": ""Grilled Chicken Wings"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.39, ""portion_g"": 120}, {""item"": ""Lemobade"", ""usda_match"": ""Lemonade, powder, prepared with water"", ""score"": 0.384, ""portion_g"": 150.0}, {""item"": ""RCF WFM Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 30}, {""item"": ""sausages"", ""usda_match"": ""Bratwurst, pork, cooked"", ""score"": 0.423, ""portion_g"": 150.0}, {""item"": ""Grilled Chicken Wings"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.39, ""portion_g"": 120}, {""item"": ""Lemobade"", ""usda_match"": ""Lemonade, powder, prepared with water"", ""score"": 0.384, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
1939,2023-07-25,"Garri (Mlk, Sugar) + Fish + Chicken Wings Garri (Mlk, Sugar) + Fish + Chicken Wings",7,7,0,"[{""item"": ""Garri"", ""usda_match"": ""Cassava, raw"", ""score"": 0.348, ""portion_g"": 50}, {""item"": ""Sugar"", ""usda_match"": ""Sugar, turbinado"", ""score"": 0.384, ""portion_g"": 150.0}, {""item"": ""Fish"", ""usda_match"": ""Fish, whitefish, mixed species, cooked, dry heat"", ""score"": 0.741, ""portion_g"": 120}, {""item"": ""Chicken Wings Garri"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 120}, {""item"": ""Sugar"", ""usda_match"": ""Sugar, turbinado"", ""score"": 0.384, ""portion_g"": 150.0}, {""item"": ""Fish"", ""usda_match"": ""Fish, whitefish, mixed species, cooked, dry heat"", ""score"": 0.741, ""portion_g"": 120}, {""item"": ""Chicken Wings"", ""usda_match"": ""Fast Foods, Fried Chicken, Wing, meat and skin and breading"", ""score"": 0.623, ""portion_g"": 120}]"
1940,2023-07-26,"WFM Pizza + Tetley(Honey, Sugar) WFM Pizza + Tetley(Honey, Sugar)",5,5,0,"[{""item"": ""WFM Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""Tetley(Honey, Sugar) WFM Pizza"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.718, ""portion_g"": 21}, {""item"": ""Tetley"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 150.0}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}, {""item"": ""Sugar"", ""usda_match"": ""Sugar, turbinado"", ""score"": 0.384, ""portion_g"": 150.0}]"
1941,2023-07-26,"Smoothie(Vanilla Youghurt, Bananas, Mango, Watermellon Juice) Smoothie(Vanilla Youghurt, Bananas, Mango, Watermellon Juice)",8,8,0,"[{""item"": ""Smoothie"", ""usda_match"": ""Fruit juice smoothie, ODWALLA, strawberry banana"", ""score"": 0.252, ""portion_g"": 150.0}, {""item"": ""Vanilla Youghurt"", ""usda_match"": ""Vanilla extract"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Bananas"", ""usda_match"": ""Bananas, raw"", ""score"": 0.585, ""portion_g"": 150.0}, {""item"": ""Mango"", ""usda_match"": ""Mangos, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Watermellon Juice) Smoothie(Vanilla Youghurt"", ""usda_match"": ""Vanilla extract"", ""score"": 0.737, ""portion_g"": 240}, {""item"": ""Bananas"", ""usda_match"": ""Bananas, raw"", ""score"": 0.585, ""portion_g"": 150.0}, {""item"": ""Mango"", ""usda_match"": ""Mangos, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Watermellon Juice"", ""usda_match"": ""Lemon juice, raw"", ""score"": 0.328, ""portion_g"": 240}]"
1942,2023-07-26,Smoothie Smoothie,1,1,0,"[{""item"": ""Smoothie Smoothie"", ""usda_match"": ""Fruit juice smoothie, ODWALLA, strawberry banana"", ""score"": 0.252, ""portion_g"": 150.0}]"
1943,2023-07-26,"Tomatoe Soup(Basil, Tomatoes, Onions, Knoor, Salt, Olive Oil, Lamb shoulder) + White Rice + RCF Tomatoe Soup(Basil, Tomatoes, Onions, Knoor, Salt, Olive Oil, Lamb shoulder) + White Rice + RCF",17,17,0,"[{""item"": ""Tomatoe Soup"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.794, ""portion_g"": 200}, {""item"": ""Basil"", ""usda_match"": ""Basil, fresh"", ""score"": 0.626, ""portion_g"": 150.0}, {""item"": ""Tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""Onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Knoor"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.516, ""portion_g"": 150.0}, {""item"": ""Olive Oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Lamb shoulder"", ""usda_match"": ""Lamb, shoulder, blade, separable lean only, trimmed to 1/4\"" fat, choice, raw"", ""score"": 0.374, ""portion_g"": 120}, {""item"": ""White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""RCF Tomatoe Soup"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.794, ""portion_g"": 200}, {""item"": ""Basil"", ""usda_match"": ""Basil, fresh"", ""score"": 0.626, ""portion_g"": 150.0}, {""item"": ""Tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""Onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Knoor"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.516, ""portion_g"": 150.0}, {""item"": ""Olive Oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Lamb shoulder"", ""usda_match"": ""Lamb, shoulder, blade, separable lean only, trimmed to 1/4\"" fat, choice, raw"", ""score"": 0.374, ""portion_g"": 120}, {""item"": ""White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
1944,2023-07-27,Tomatoe Soup + White Rice + RCF + Lemonade Tomatoe Soup + White Rice + RCF + Lemonade,7,7,0,"[{""item"": ""Tomatoe Soup"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.794, ""portion_g"": 200}, {""item"": ""White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Lemonade Tomatoe Soup"", ""usda_match"": ""Lemonade, powder, prepared with water"", ""score"": 0.334, ""portion_g"": 200}, {""item"": ""White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Lemonade"", ""usda_match"": ""Lemonade, powder, prepared with water"", ""score"": 0.384, ""portion_g"": 150.0}]"
1945,2023-07-27,Tomatoe Soup + White Rice + RCF + Lemonade Tomatoe Soup + White Rice + RCF + Lemonade,7,7,0,"[{""item"": ""Tomatoe Soup"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.794, ""portion_g"": 200}, {""item"": ""White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Lemonade Tomatoe Soup"", ""usda_match"": ""Lemonade, powder, prepared with water"", ""score"": 0.334, ""portion_g"": 200}, {""item"": ""White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Lemonade"", ""usda_match"": ""Lemonade, powder, prepared with water"", ""score"": 0.384, ""portion_g"": 150.0}]"
1946,2023-07-28,Pizza Pizza,1,1,0,"[{""item"": ""Pizza Pizza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}]"
1947,2023-07-28,Smoothie Smoothie,1,1,0,"[{""item"": ""Smoothie Smoothie"", ""usda_match"": ""Fruit juice smoothie, ODWALLA, strawberry banana"", ""score"": 0.252, ""portion_g"": 150.0}]"
1948,2023-07-28,Ogbonor + Eba Ogbonor + Eba,3,3,0,"[{""item"": ""Ogbonor"", ""usda_match"": ""Mango nectar, canned"", ""score"": 0.279, ""portion_g"": 200}, {""item"": ""Eba Ogbonor"", ""usda_match"": ""Mango nectar, canned"", ""score"": 0.279, ""portion_g"": 200}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}]"
1949,2023-07-29,Piza + Lamb + Tetley(Honey) + RCF Piza + Lamb + Tetley(Honey) + RCF,9,9,0,"[{""item"": ""Piza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""Lamb"", ""usda_match"": ""Lamb, New Zealand, imported, ground lamb, raw"", ""score"": 0.305, ""portion_g"": 120}, {""item"": ""Tetley"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 150.0}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}, {""item"": ""RCF Piza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 30}, {""item"": ""Lamb"", ""usda_match"": ""Lamb, New Zealand, imported, ground lamb, raw"", ""score"": 0.305, ""portion_g"": 120}, {""item"": ""Tetley"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 150.0}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
1950,2023-07-29,Ogbonor + Eba Ogbonor + Eba,3,3,0,"[{""item"": ""Ogbonor"", ""usda_match"": ""Mango nectar, canned"", ""score"": 0.279, ""portion_g"": 200}, {""item"": ""Eba Ogbonor"", ""usda_match"": ""Mango nectar, canned"", ""score"": 0.279, ""portion_g"": 200}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}]"
1951,2023-07-30,"Left overs(beans, rice, lamb, fish) + RCF Left overs(beans, rice, lamb, fish) + RCF",10,10,0,"[{""item"": ""beans"", ""usda_match"": ""Beans, kidney, red, mature seeds, raw"", ""score"": 0.519, ""portion_g"": 200}, {""item"": ""rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""lamb"", ""usda_match"": ""Lamb, New Zealand, imported, ground lamb, raw"", ""score"": 0.305, ""portion_g"": 120}, {""item"": ""fish"", ""usda_match"": ""Fish, whitefish, mixed species, cooked, dry heat"", ""score"": 0.741, ""portion_g"": 120}, {""item"": ""RCF Left overs"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""beans"", ""usda_match"": ""Beans, kidney, red, mature seeds, raw"", ""score"": 0.519, ""portion_g"": 200}, {""item"": ""rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""lamb"", ""usda_match"": ""Lamb, New Zealand, imported, ground lamb, raw"", ""score"": 0.305, ""portion_g"": 120}, {""item"": ""fish"", ""usda_match"": ""Fish, whitefish, mixed species, cooked, dry heat"", ""score"": 0.741, ""portion_g"": 120}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
1952,2023-07-30,WFM Piza + Cornbeef + Fried Egg + Tetley(Honey) + RCF WFM Piza + Cornbeef + Fried Egg + Tetley(Honey) + RCF,11,11,0,"[{""item"": ""WFM Piza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 150.0}, {""item"": ""Cornbeef"", ""usda_match"": ""Beef, cured, corned beef, brisket, cooked"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""Fried Egg"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.576, ""portion_g"": 50}, {""item"": ""Tetley"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 150.0}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}, {""item"": ""RCF WFM Piza"", ""usda_match"": ""Pizza, cheese topping, regular crust, frozen, cooked"", ""score"": 0.438, ""portion_g"": 30}, {""item"": ""Cornbeef"", ""usda_match"": ""Beef, cured, corned beef, brisket, cooked"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""Fried Egg"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.576, ""portion_g"": 50}, {""item"": ""Tetley"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 150.0}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
1953,2023-07-30,Cereal(1& Milk) + Boiled Egg Cereal(1& Milk) + Boiled Egg,5,5,0,"[{""item"": ""Cereal"", ""usda_match"": ""Milk and cereal bar"", ""score"": 0.26, ""portion_g"": 150.0}, {""item"": ""1& Milk"", ""usda_match"": ""Milk, whole, 3.25% milkfat, with added vitamin D"", ""score"": 0.536, ""portion_g"": 240}, {""item"": ""Boiled Egg Cereal"", ""usda_match"": ""Egg, whole, cooked, hard-boiled"", ""score"": 0.589, ""portion_g"": 50}, {""item"": ""1& Milk"", ""usda_match"": ""Milk, whole, 3.25% milkfat, with added vitamin D"", ""score"": 0.536, ""portion_g"": 240}, {""item"": ""Boiled Egg"", ""usda_match"": ""Egg, whole, cooked, hard-boiled"", ""score"": 0.626, ""portion_g"": 50}]"
1954,2023-07-31,"Boiled Yam + Fried Eggs(Olive Oil, Salt, Butter) + Watermelon Juice + Keifer(Vanilla) Boiled Yam + Fried Eggs(Olive Oil, Salt, Butter) + Watermelon Juice + Keifer(Vanilla)",12,12,0,"[{""item"": ""Boiled Yam"", ""usda_match"": ""Yam, cooked, boiled, drained, or baked, with salt"", ""score"": 0.599, ""portion_g"": 200}, {""item"": ""Fried Eggs"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.576, ""portion_g"": 100}, {""item"": ""Olive Oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Butter"", ""usda_match"": ""Pretzels, soft, unsalted"", ""score"": 0.277, ""portion_g"": 14}, {""item"": ""Watermelon Juice"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.672, ""portion_g"": 240}, {""item"": ""Keifer(Vanilla) Boiled Yam"", ""usda_match"": ""Yam, cooked, boiled, drained, or baked, with salt"", ""score"": 0.572, ""portion_g"": 200}, {""item"": ""Fried Eggs"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.576, ""portion_g"": 100}, {""item"": ""Olive Oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Butter"", ""usda_match"": ""Pretzels, soft, unsalted"", ""score"": 0.277, ""portion_g"": 14}, {""item"": ""Watermelon Juice"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.672, ""portion_g"": 240}, {""item"": ""Keifer"", ""usda_match"": ""Yogurt, plain, whole milk"", ""score"": 0.457, ""portion_g"": 150.0}, {""item"": ""Vanilla"", ""usda_match"": ""Vanilla extract"", ""score"": 1.0, ""portion_g"": 150.0}]"
1955,2023-07-31,oranges oranges,1,1,0,"[{""item"": ""oranges oranges"", ""usda_match"": ""Oranges, raw, Florida"", ""score"": 0.404, ""portion_g"": 150.0}]"
1956,2023-07-31,White Rice + Tomatoes Stew + Ogbonor meats White Rice + Tomatoes Stew + Ogbonor meats,5,5,0,"[{""item"": ""White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Tomatoes Stew"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.629, ""portion_g"": 150}, {""item"": ""Ogbonor meats White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.769, ""portion_g"": 200}, {""item"": ""Tomatoes Stew"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.629, ""portion_g"": 150}, {""item"": ""Ogbonor meats"", ""usda_match"": ""Mango nectar, canned"", ""score"": 0.25, ""portion_g"": 200}]"
1957,2023-08-01,"Tetley(Honey, 1% Milk) + Boiled Eggs + RCF Tetley(Honey, 1% Milk) + Boiled Eggs + RCF",9,9,0,"[{""item"": ""Tetley"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 150.0}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}, {""item"": ""1% Milk"", ""usda_match"": ""Milk, whole, 3.25% milkfat, with added vitamin D"", ""score"": 0.536, ""portion_g"": 240}, {""item"": ""Boiled Eggs"", ""usda_match"": ""Egg, whole, cooked, hard-boiled"", ""score"": 0.626, ""portion_g"": 100}, {""item"": ""RCF Tetley"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 30}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}, {""item"": ""1% Milk"", ""usda_match"": ""Milk, whole, 3.25% milkfat, with added vitamin D"", ""score"": 0.536, ""portion_g"": 240}, {""item"": ""Boiled Eggs"", ""usda_match"": ""Egg, whole, cooked, hard-boiled"", ""score"": 0.626, ""portion_g"": 100}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
1958,2023-08-01,White Rice + Tomatoes Stew + RCF + OJ White Rice + Tomatoes Stew + RCF + OJ,7,7,0,"[{""item"": ""White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Tomatoes Stew"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.629, ""portion_g"": 150}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""OJ White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Tomatoes Stew"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.629, ""portion_g"": 150}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""OJ"", ""usda_match"": ""Orange juice, raw (Includes foods for USDA's Food Distribution Program)"", ""score"": 0.504, ""portion_g"": 150.0}]"
1959,2023-08-02,White Rice + Tomatoes stew + Vanilla Yoghurt + OJ White Rice + Tomatoes stew + Vanilla Yoghurt + OJ,7,7,0,"[{""item"": ""White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Tomatoes stew"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.629, ""portion_g"": 150}, {""item"": ""Vanilla Yoghurt"", ""usda_match"": ""Yogurt, plain, whole milk"", ""score"": 0.968, ""portion_g"": 170}, {""item"": ""OJ White Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""Tomatoes stew"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.629, ""portion_g"": 150}, {""item"": ""Vanilla Yoghurt"", ""usda_match"": ""Yogurt, plain, whole milk"", ""score"": 0.968, ""portion_g"": 170}, {""item"": ""OJ"", ""usda_match"": ""Orange juice, raw (Includes foods for USDA's Food Distribution Program)"", ""score"": 0.504, ""portion_g"": 150.0}]"
